,id,title,href,price_50_average
545,CAGIX,Calvert Growth Allocation Fund Class I,/quote/CAGIX?p=CAGIX,17.64
546,RYLIX,Rydex Leisure Fund Class Investor,/quote/RYLIX?p=RYLIX,55.72
547,FCAZX,Franklin Corefolio Allocation Fund Advisor Class,/quote/FCAZX?p=FCAZX,16.54
548,GVMCX,Government Street Mid-Cap Fund,/quote/GVMCX?p=GVMCX,24.35
549,TIIRX,TIAA-CREF Growth & Income Fund Retail Class,/quote/TIIRX?p=TIIRX,16.65
550,RYLCX,Rydex Leisure Fund Class C,/quote/RYLCX?p=RYLCX,44.62
551,SGRKX,Wells Fargo Growth Fund - Class Admin,/quote/SGRKX?p=SGRKX,33.78
552,SGRHX,Wells Fargo Growth Fund - Class R6,/quote/SGRHX?p=SGRHX,37.70
553,JMBRX,JPMorgan SmartRetirement Blend 2045 Fund Class R5,/quote/JMBRX?p=JMBRX,20.27
554,JMYAX,JPMorgan SmartRetirement Blend 2045 Fund Class R6,/quote/JMYAX?p=JMYAX,20.29
555,VGIAX,Vanguard Growth and Income Fund Admiral Shares,/quote/VGIAX?p=VGIAX,69.90
556,SGRNX,Wells Fargo Growth Fund - Class Inst,/quote/SGRNX?p=SGRNX,37.55
557,TIQIX,Touchstone Global ESG Equity Fund - Class Y,/quote/TIQIX?p=TIQIX,17.95
558,CSXAX,Calvert US Large Cap Core Responsible Index Fund Class A,/quote/CSXAX?p=CSXAX,22.60
559,TROCX,Touchstone Global ESG Equity Fund - Class I,/quote/TROCX?p=TROCX,17.97
560,VQNPX,Vanguard Growth and Income Fund Investor Shares,/quote/VQNPX?p=VQNPX,42.82
561,SGRAX,Wells Fargo Growth Fund - Class A,/quote/SGRAX?p=SGRAX,28.31
562,HLMNX,Harding Loevner International Equity Portfolio Investor Class,/quote/HLMNX?p=HLMNX,19.32
563,GINNX,Guinness Atkinson Global Innovators Fund Institutional Class,/quote/GINNX?p=GINNX,39.30
564,HLMIX,Harding Loevner International Equity Portfolio Institutional Class,/quote/HLMIX?p=HLMIX,19.33
565,TEQAX,Touchstone Global ESG Equity Fund - Class A,/quote/TEQAX?p=TEQAX,17.29
566,MGGIX,"Morgan Stanley Institutional Fund, Inc. Global Opportunity Portfolio Class I",/quote/MGGIX?p=MGGIX,25.93
567,IWIRX,Guinness Atkinson Global Innovators Fund Investor Class,/quote/IWIRX?p=IWIRX,39.13
568,JTSCX,JPMorgan SmartRetirement 2050 Fund Class C,/quote/JTSCX?p=JTSCX,16.70
569,CISIX,Calvert US Large Cap Core Responsible Index Fund Class I,/quote/CISIX?p=CISIX,23.18
570,GQETX,GMO Quality Fund Class III,/quote/GQETX?p=GQETX,21.15
571,USSPX,USAA 500 Index Fund Member Shares,/quote/USSPX?p=USSPX,36.66
572,USPRX,USAA 500 Index Fund Reward Shares,/quote/USPRX?p=USPRX,36.68
573,JNGLX,Janus Henderson Global Life Sciences Fund Class D,/quote/JNGLX?p=JNGLX,53.38
574,TRRDX,T. Rowe Price Retirement 2040 Fund,/quote/TRRDX?p=TRRDX,22.47
575,JFNIX,Janus Henderson Global Life Sciences Fund Class I,/quote/JFNIX?p=JFNIX,53.47
576,JAGLX,Janus Henderson Global Life Sciences Fund Class T,/quote/JAGLX?p=JAGLX,53.12
577,JFNAX,Janus Henderson Global Life Sciences Fund Class A,/quote/JFNAX?p=JFNAX,52.42
578,IMIDX,Congress Mid Cap Growth Fund Institutional Class,/quote/IMIDX?p=IMIDX,18.49
579,JFNSX,Janus Henderson Global Life Sciences Fund Class S,/quote/JFNSX?p=JFNSX,51.46
580,TDMTX,Templeton Developing Markets Trust Class C,/quote/TDMTX?p=TDMTX,16.81
581,CSXCX,Calvert US Large Cap Core Responsible Index Fund Class C,/quote/CSXCX?p=CSXCX,21.21
582,JFNCX,Janus Henderson Global Life Sciences Fund Class C,/quote/JFNCX?p=JFNCX,47.56
583,PARDX,T. Rowe Price Retirement 2040 Fund Advisor Class,/quote/PARDX?p=PARDX,22.25
584,POLIX,Polen Growth Fund Institutional Class,/quote/POLIX?p=POLIX,30.94
585,CMIDX,Congress Mid Cap Growth Fund Retail Class,/quote/CMIDX?p=CMIDX,18.23
586,QMORX,AQR Large Cap Momentum Style Fund Class R6,/quote/QMORX?p=QMORX,18.32
587,PRIDX,T. Rowe Price International Discovery Fund,/quote/PRIDX?p=PRIDX,55.52
588,POLRX,Polen Growth Fund Investor Class,/quote/POLRX?p=POLRX,30.26
589,OMSIX,Invesco Oppenheimer Main Street Fund Class R6,/quote/OMSIX?p=OMSIX,39.37
590,MIGYX,Invesco Oppenheimer Main Street Fund Class Y,/quote/MIGYX?p=MIGYX,39.41
591,RRTDX,T. Rowe Price Retirement 2040 Fund Class R,/quote/RRTDX?p=RRTDX,22.09
592,TIDDX,T. Rowe Price International Discovery Fund I Class,/quote/TIDDX?p=TIDDX,55.61
593,FWIFX,Fidelity Advisor Worldwide Fund I Class,/quote/FWIFX?p=FWIFX,23.84
594,INPIX,ProFunds Internet UltraSector Fund Investor Class,/quote/INPIX?p=INPIX,76.65
595,OMGNX,Invesco Oppenheimer Main Street Fund Class R,/quote/OMGNX?p=OMGNX,38.79
596,FWCFX,Fidelity Advisor Worldwide Fund Class C,/quote/FWCFX?p=FWCFX,22.77
597,INPSX,ProFunds Internet UltraSector Fund Service Class,/quote/INPSX?p=INPSX,58.94
598,FWWFX,Fidelity Worldwide Fund,/quote/FWWFX?p=FWWFX,23.99
599,FWAFX,Fidelity Advisor Worldwide Fund Class A,/quote/FWAFX?p=FWAFX,23.67
600,VPMAX,Vanguard PRIMECAP Fund Admiral Shares,/quote/VPMAX?p=VPMAX,117.29
601,VPMCX,Vanguard PRIMECAP Fund Investor Shares,/quote/VPMCX?p=VPMCX,113.17
602,PAGSX,T. Rowe Price Global Stock Fund Advisor Class,/quote/PAGSX?p=PAGSX,38.81
603,TGCNX,TCW Select Equities Fund Class N,/quote/TGCNX?p=TGCNX,21.64
604,FWTFX,Fidelity Advisor Worldwide Fund Class M,/quote/FWTFX?p=FWTFX,23.49
605,JSMVX,Jackson Square SMID-Cap Growth Fund Investor Class,/quote/JSMVX?p=JSMVX,19.72
606,SDLAX,SEI Institutional Investments Trust Dynamic Asset Allocation Fund Class A,/quote/SDLAX?p=SDLAX,16.86
607,MIPTX,Matthews Pacific Tiger Fund Institutional Class,/quote/MIPTX?p=MIPTX,23.60
608,SMTSX,JPMorgan SmartRetirement 2040 Fund Class I,/quote/SMTSX?p=SMTSX,17.64
609,FSMEX,Fidelity Select Medical Technology and Devices Portfolio,/quote/FSMEX?p=FSMEX,51.88
610,MAPTX,Matthews Pacific Tiger Fund Investor Class,/quote/MAPTX?p=MAPTX,23.63
611,PRGSX,T. Rowe Price Global Stock Fund,/quote/PRGSX?p=PRGSX,39.26
612,FEATX,Fidelity Advisor Emerging Asia Fund Class M,/quote/FEATX?p=FEATX,35.57
613,DCGTX,Jackson Square SMID-Cap Growth Fund IS Class,/quote/DCGTX?p=DCGTX,19.91
614,JSMTX,Jackson Square SMID-Cap Growth Fund Institutional Class,/quote/JSMTX?p=JSMTX,19.91
615,CYPIX,ProFunds Consumer Services UltraSector Fund Investor Class,/quote/CYPIX?p=CYPIX,36.61
616,FFNOX,Fidelity Four-in-One Index Fund,/quote/FFNOX?p=FFNOX,40.99
617,SMTCX,JPMorgan SmartRetirement 2040 Fund Class C,/quote/SMTCX?p=SMTCX,17.28
618,SMTYX,JPMorgan SmartRetirement 2040 Fund Class R6,/quote/SMTYX?p=SMTYX,17.70
619,SMTIX,JPMorgan SmartRetirement 2040 Fund Class R5,/quote/SMTIX?p=SMTIX,17.70
620,FERCX,Fidelity Advisor Emerging Asia Fund Class C,/quote/FERCX?p=FERCX,32.87
621,SVOAX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class F,/quote/SVOAX?p=SVOAX,14.42
622,SUSYX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class Y,/quote/SUSYX?p=SUSYX,14.42
623,SEVIX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,/quote/SEVIX?p=SEVIX,14.42
624,CYPSX,ProFunds Consumer Services UltraSector Fund Service Class,/quote/CYPSX?p=CYPSX,31.25
625,FERIX,Fidelity Advisor Emerging Asia Fund I Class,/quote/FERIX?p=FERIX,37.91
626,JOBBX,JPMorgan SmartRetirement Blend 2040 Fund Class R5,/quote/JOBBX?p=JOBBX,20.36
627,SBCEX,BNY Mellon Diversified Emerging Markets Fund Class I,/quote/SBCEX?p=SBCEX,19.33
628,TRULX,T. Rowe Price U.S. Large-Cap Core Fund,/quote/TRULX?p=TRULX,22.16
629,PAULX,T. Rowe Price U.S. Large-Cap Core Fund Advisor Class,/quote/PAULX?p=PAULX,22.17
630,RCLIX,T. Rowe Price U.S. Large-Cap Core Fund I Class,/quote/RCLIX?p=RCLIX,22.18
631,SMTAX,JPMorgan SmartRetirement 2040 Fund Class A,/quote/SMTAX?p=SMTAX,17.58
632,PRGIX,T. Rowe Price Growth and Income Fund,/quote/PRGIX?p=PRGIX,25.05
633,PARKX,T. Rowe Price Retirement 2035 Fund Advisor Class,/quote/PARKX?p=PARKX,15.87
634,MGLBX,Marsico Global Fund,/quote/MGLBX?p=MGLBX,15.55
635,LSGRX,Loomis Sayles Growth Fund Class Y,/quote/LSGRX?p=LSGRX,16.50
636,DBECX,BNY Mellon Diversified Emerging Markets Fund Class C,/quote/DBECX?p=DBECX,18.29
637,TRRJX,T. Rowe Price Retirement 2035 Fund,/quote/TRRJX?p=TRRJX,15.95
638,ATERX,AB Sustainable Global Thematic Fund Class R,/quote/ATERX?p=ATERX,104.45
639,AWEIX,CIBC Atlas Disciplined Equity Fund Institutional Class,/quote/AWEIX?p=AWEIX,19.19
640,JOBEX,JPMorgan SmartRetirement Blend 2040 Fund Class I,/quote/JOBEX?p=JOBEX,20.35
641,COGRX,Columbia Select Global Growth Fund Class R,/quote/COGRX?p=COGRX,14.31
642,RRTPX,T. Rowe Price Retirement 2035 Fund Class R,/quote/RRTPX?p=RRTPX,15.67
643,BLYAX,American Beacon Bridgeway Large Cap Growth Fund A Class,/quote/BLYAX?p=BLYAX,24.83
644,FOCCX,AIG Focused Growth Fund Class C,/quote/FOCCX?p=FOCCX,19.41
645,LGRCX,Loomis Sayles Growth Fund Class C,/quote/LGRCX?p=LGRCX,13.91
646,TGTIX,T. Rowe Price Growth and Income Fund I Class,/quote/TGTIX?p=TGTIX,25.06
647,SBYEX,BNY Mellon Diversified Emerging Markets Fund Class Y,/quote/SBYEX?p=SBYEX,19.34
648,CADIX,Columbia Select Global Growth Fund Institutional 2 Class,/quote/CADIX?p=CADIX,15.17
649,ADGKX,AB Core Opportunities Fund Class K,/quote/ADGKX?p=ADGKX,17.02
650,ADGYX,AB Core Opportunities Fund Advisor Class,/quote/ADGYX?p=ADGYX,17.45
651,BLYYX,American Beacon Bridgeway Large Cap Growth Fund Y Class,/quote/BLYYX?p=BLYYX,25.03
652,GURIX,Guggenheim Risk Managed Real Estate Fund Institutional,/quote/GURIX?p=GURIX,28.92
653,GURAX,Guggenheim Risk Managed Real Estate Fund Class A,/quote/GURAX?p=GURAX,28.56
654,LGRNX,Loomis Sayles Growth Fund Class N,/quote/LGRNX?p=LGRNX,16.49
655,STVYX,SEI Institutional Managed Trust Tax-Managed Managed Volatility Fund Class Y,/quote/STVYX?p=STVYX,14.86
656,FPACX,FPA Crescent Fund,/quote/FPACX?p=FPACX,27.82
657,FOCWX,AIG Focused Growth Fund Class W,/quote/FOCWX?p=FOCWX,21.70
658,NWJFX,Nationwide Ziegler NYSE Arca Tech 100 Index Fund Institutional Service Class,/quote/NWJFX?p=NWJFX,83.97
659,LGRRX,Loomis Sayles Growth Fund Class A,/quote/LGRRX?p=LGRRX,15.38
660,JMUEX,JPMorgan U.S. Equity Fund Class L,/quote/JMUEX?p=JMUEX,13.73
661,JUSRX,JPMorgan U.S. Equity Fund Class R5,/quote/JUSRX?p=JUSRX,13.74
662,TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor,/quote/TFSCX?p=TFSCX,15.20
663,ADGZX,AB Core Opportunities Fund Class Z,/quote/ADGZX?p=ADGZX,17.74
664,USSCX,USAA Science & Technology Fund,/quote/USSCX?p=USSCX,20.10
665,NLCGX,Nuveen Large Cap Growth Fund Class C,/quote/NLCGX?p=NLCGX,21.43
666,FEYTX,Fidelity Advisor Asset Manager 85% Fund Class M,/quote/FEYTX?p=FEYTX,16.43
667,JPDEX,JPMorgan Tax Aware Equity Fund Class I,/quote/JPDEX?p=JPDEX,31.61
668,FSCSX,Fidelity Select Software & IT Services Portfolio,/quote/FSCSX?p=FSCSX,17.97
669,NLIGX,Nuveen Large Cap Growth Fund Class I,/quote/NLIGX?p=NLIGX,22.35
670,FEYAX,Fidelity Advisor Asset Manager 85% Fund Class A,/quote/FEYAX?p=FEYAX,16.54
671,JPEAX,JPMorgan Tax Aware Equity Fund Class A,/quote/JPEAX?p=JPEAX,31.41
672,GGGAX,Gabelli Global Growth Fund Class A,/quote/GGGAX?p=GGGAX,31.65
673,TRSGX,T. Rowe Price Spectrum Moderate Growth Allocation Fund,/quote/TRSGX?p=TRSGX,30.08
674,FTQGX,Fidelity Focused Stock Fund,/quote/FTQGX?p=FTQGX,22.78
675,FEYIX,Fidelity Advisor Asset Manager 85% Fund I Class,/quote/FEYIX?p=FEYIX,16.66
676,FEYCX,Fidelity Advisor Asset Manager 85% Fund Class C,/quote/FEYCX?p=FEYCX,16.26
677,TMMAX,SEI Institutional Managed Trust Tax-Managed Volatility Fund Class F,/quote/TMMAX?p=TMMAX,14.86
678,TGIPX,T. Rowe Price Spectrum Moderate Growth Allocation Fund I Class,/quote/TGIPX?p=TGIPX,30.15
679,FAMRX,Fidelity Asset Manager 85% Fund,/quote/FAMRX?p=FAMRX,16.70
680,BIGFX,Baron International Growth Fund Retail Shares,/quote/BIGFX?p=BIGFX,19.76
681,BHSRX,BlackRock Health Sciences Opportunities Portfolio Class R,/quote/BHSRX?p=BHSRX,56.34
682,LCCCX,Columbia Contrarian Core Fund Class C,/quote/LCCCX?p=LCCCX,20.08
683,SHSSX,BlackRock Health Sciences Opportunities Portfolio Institutional Shares,/quote/SHSSX?p=SHSSX,60.88
684,PRMSX,T. Rowe Price Emerging Markets Stock Fund,/quote/PRMSX?p=PRMSX,37.51
685,SGIEX,Columbia Contrarian Core Fund Class V,/quote/SGIEX?p=SGIEX,22.22
686,SHSAX,BlackRock Health Sciences Opportunities Portfolio Investor A Shares,/quote/SHSAX?p=SHSAX,57.73
687,SHSKX,BlackRock Health Sciences Opportunities Portfolio Class K,/quote/SHSKX?p=SHSKX,60.95
688,CVTCX,Calamos Growth & Income Fund Class C,/quote/CVTCX?p=CVTCX,29.81
689,SMGIX,Columbia Contrarian Core Fund Institutional Class,/quote/SMGIX?p=SMGIX,22.67
690,PRZIX,T. Rowe Price Emerging Markets Stock Fund I Class,/quote/PRZIX?p=PRZIX,37.61
691,COFYX,Columbia Contrarian Core Fund Institutional 3 Class,/quote/COFYX?p=COFYX,23.10
692,CORRX,Columbia Contrarian Core Fund Advisor Class,/quote/CORRX?p=CORRX,23.11
693,PRASX,T. Rowe Price New Asia Fund,/quote/PRASX?p=PRASX,16.73
694,SHSCX,BlackRock Health Sciences Opportunities Portfolio Investor C Shares,/quote/SHSCX?p=SHSCX,49.83
695,SHISX,BlackRock Health Sciences Opportunities Portfolio Service Shares,/quote/SHISX?p=SHISX,57.95
696,PARCX,T. Rowe Price Retirement 2030 Fund Advisor Class,/quote/PARCX?p=PARCX,21.80
697,MIPIX,Matthews Asia Dividend Fund Institutional Class,/quote/MIPIX?p=MIPIX,14.48
698,CGIIX,Calamos Growth & Income Fund Institutional Class,/quote/CGIIX?p=CGIIX,28.28
699,FZAHX,Fidelity Advisor Growth Opportunities Fund Class Z,/quote/FZAHX?p=FZAHX,85.20
700,JVAYX,JPMorgan Value Advantage Fund Class R6,/quote/JVAYX?p=JVAYX,27.35
701,FSCRX,Fidelity Small Cap Discovery Fund,/quote/FSCRX?p=FSCRX,15.58
702,JVASX,JPMorgan Value Advantage Fund Class I,/quote/JVASX?p=JVASX,27.36
703,JVAAX,JPMorgan Value Advantage Fund Class A,/quote/JVAAX?p=JVAAX,27.21
704,WAAEX,Wasatch Small Cap Growth Fund Investor Class,/quote/WAAEX?p=WAAEX,31.17
705,FNORX,Fidelity Nordic Fund,/quote/FNORX?p=FNORX,39.12
706,GWEIX,AMG GW&K Small Cap Core Fund Class I,/quote/GWEIX?p=GWEIX,19.65
707,MSCFX,Mairs & Power Small Cap Fund,/quote/MSCFX?p=MSCFX,19.22
708,DISIX,BNY Mellon Small Cap Stock Index Fund Class I,/quote/DISIX?p=DISIX,19.95
709,GWETX,AMG GW&K Small Cap Core Fund Class N,/quote/GWETX?p=GWETX,19.28
710,TFIFX,T. Rowe Price Financial Services Fund I Class,/quote/TFIFX?p=TFIFX,20.50
711,PRISX,T. Rowe Price Financial Services Fund,/quote/PRISX?p=PRISX,20.50
712,WEMMX,TETON Westwood Mighty Mites Fund Class AAA,/quote/WEMMX?p=WEMMX,18.84
713,VTMSX,Vanguard Tax-Managed Small Cap Fund Admiral Shares,/quote/VTMSX?p=VTMSX,47.67
714,VTSIX,Vanguard Tax-Managed Small-Cap Fund Institutional Shares,/quote/VTSIX?p=VTSIX,47.78
715,VASVX,Vanguard Selected Value Fund Investor Shares,/quote/VASVX?p=VASVX,18.21
716,WMMAX,TETON Westwood Mighty Mites Fund Class A,/quote/WMMAX?p=WMMAX,17.98
717,WEIMX,TETON Westwood Mighty Mites Class Institutional,/quote/WEIMX?p=WEIMX,19.41
718,WMMCX,TETON Westwood Mighty Mites Fund Class C,/quote/WMMCX?p=WMMCX,15.45
719,DISSX,BNY Mellon Small Cap Stock Index Fund Investor Shares,/quote/DISSX?p=DISSX,19.99
720,SFDYX,SEI Institutional Managed Trust Mid-Cap Fund Class Y,/quote/SFDYX?p=SFDYX,19.04
721,SEMCX,SEI Institutional Managed Trust Mid-Cap Portfolio Fund Class F,/quote/SEMCX?p=SEMCX,19.03
722,SSSJX,State Street Dynamic Small Cap Fund Class I,/quote/SSSJX?p=SSSJX,37.66
723,FSPCX,Fidelity Select Insurance Portfolio,/quote/FSPCX?p=FSPCX,47.66
724,CAECX,Columbia Acorn European Fund Class C,/quote/CAECX?p=CAECX,16.42
725,PRHSX,T. Rowe Price Health Sciences Fund,/quote/PRHSX?p=PRHSX,71.36
726,THISX,T. Rowe Price Health Sciences Fund I Class,/quote/THISX?p=THISX,71.37
727,BINIX,Baron International Growth Fund Institutional Shares,/quote/BINIX?p=BINIX,20.07
728,CCCRX,Columbia Contrarian Core Fund Class R,/quote/CCCRX?p=CCCRX,22.50
729,TRRCX,T. Rowe Price Retirement 2030 Fund,/quote/TRRCX?p=TRRCX,22.00
730,SAISX,SA International Small Company Fund Investor Class,/quote/SAISX?p=SAISX,14.88
731,IEMFX,T. Rowe Price Institutional Emerging Markets Equity Fund,/quote/IEMFX?p=IEMFX,34.06
732,RRTCX,T. Rowe Price Retirement 2030 Fund Class R,/quote/RRTCX?p=RRTCX,21.60
733,CVTRX,Calamos Growth & Income Fund Class A,/quote/CVTRX?p=CVTRX,29.56
734,GBATX,GMO Strategic Opportunities Allocation Fund Class III,/quote/GBATX?p=GBATX,16.89
735,MSFLX,"Morgan Stanley Institutional Fund, Inc. Global Franchise Portfolio Class L",/quote/MSFLX?p=MSFLX,24.45
736,VWIGX,Vanguard International Growth Fund Investor Shares,/quote/VWIGX?p=VWIGX,27.76
737,EGFFX,Edgewood Growth Fund Retail Class,/quote/EGFFX?p=EGFFX,32.97
738,FTISX,Fidelity Advisor International Small Cap Fund Class M,/quote/FTISX?p=FTISX,20.44
739,FISMX,Fidelity International Small Cap Fund,/quote/FISMX?p=FISMX,20.91
740,JEMSX,JPMorgan Emerging Markets Equity Fund Class I,/quote/JEMSX?p=JEMSX,26.55
741,VWILX,Vanguard International Growth Fund Admiral Shares,/quote/VWILX?p=VWILX,88.30
742,FIASX,Fidelity Advisor International Small Cap Fund Class A,/quote/FIASX?p=FIASX,20.51
743,FGTRX,Franklin Growth Allocation Fund Class R,/quote/FGTRX?p=FGTRX,15.38
744,EGFIX,Edgewood Growth Fund Class Institutional,/quote/EGFIX?p=EGFIX,34.57
745,FIXIX,Fidelity Advisor International Small Cap Fund Class I,/quote/FIXIX?p=FIXIX,21.04
746,VASGX,Vanguard LifeStrategy Growth Fund Investor Shares,/quote/VASGX?p=VASGX,30.49
747,TSNIX,T. Rowe Price Science and Technology Fund I Class,/quote/TSNIX?p=TSNIX,36.94
748,PRSCX,T. Rowe Price Science and Technology Fund,/quote/PRSCX?p=PRSCX,36.95
749,FICSX,Fidelity Advisor International Small Cap Fund Class C,/quote/FICSX?p=FICSX,19.81
750,LCGFX,William Blair Large Cap Growth Fund Class I,/quote/LCGFX?p=LCGFX,14.45
751,JENIX,Jensen Quality Growth Fund Class I,/quote/JENIX?p=JENIX,43.94
752,SICWX,Touchstone Large Cap Focused Fund Class Y,/quote/SICWX?p=SICWX,36.06
753,VWUAX,Vanguard U.S. Growth Fund Admiral Shares,/quote/VWUAX?p=VWUAX,100.30
754,SCSCX,Touchstone Large Cap Focused Fund Class C,/quote/SCSCX?p=SCSCX,33.58
755,JPBRX,JPMorgan SmartRetirement Blend 2035 Fund Class R5,/quote/JPBRX?p=JPBRX,20.25
756,JPYRX,JPMorgan SmartRetirement Blend 2035 Fund Class R6,/quote/JPYRX?p=JPYRX,20.26
757,JENYX,Jensen Quality Growth Fund Class Y,/quote/JENYX?p=JENYX,43.93
758,BUFEX,Buffalo Large Cap Fund,/quote/BUFEX?p=BUFEX,30.27
759,SENCX,Touchstone Large Cap Focused Fund Class A,/quote/SENCX?p=SENCX,36.20
760,UIGRX,USAA Growth Fund Institutional Shares,/quote/UIGRX?p=UIGRX,23.07
761,FLRYX,Nuveen Large Cap Select Fund Class I,/quote/FLRYX?p=FLRYX,26.83
762,GLVNX,Invesco Oppenheimer Global Focus Fund Class R,/quote/GLVNX?p=GLVNX,45.63
763,MAPOX,Mairs & Power Balanced Fund Investor Class,/quote/MAPOX?p=MAPOX,86.54
764,FLYCX,Nuveen Large Cap Select Fund Class C,/quote/FLYCX?p=FLYCX,24.62
765,TRRHX,T. Rowe Price Retirement 2025 Fund,/quote/TRRHX?p=TRRHX,15.37
766,FLRAX,Nuveen Large Cap Select Fund Class A,/quote/FLRAX?p=FLRAX,26.63
767,JDCAX,Janus Henderson Forty Fund Class A,/quote/JDCAX?p=JDCAX,33.44
768,AULDX,American Century Ultra Fund R6 Class,/quote/AULDX?p=AULDX,48.42
769,JDCRX,Janus Henderson Forty Fund Class R,/quote/JDCRX?p=JDCRX,29.36
770,JCAPX,Janus Henderson Forty Fund Class I,/quote/JCAPX?p=JCAPX,34.88
771,JACCX,Janus Henderson Forty Fund Class C,/quote/JACCX?p=JACCX,26.64
772,JFRNX,Janus Henderson Forty Fund Class N,/quote/JFRNX?p=JFRNX,35.03
773,USAAX,USAA Growth Fund,/quote/USAAX?p=USAAX,23.13
774,RRTNX,T. Rowe Price Retirement 2025 Fund Class R,/quote/RRTNX?p=RRTNX,15.11
775,WIIGX,Wasatch International Growth Fund Institutional Class,/quote/WIIGX?p=WIIGX,24.60
776,TWCCX,American Century Ultra Fund C Class,/quote/TWCCX?p=TWCCX,35.98
777,JLGMX,JPMorgan Large Cap Growth Fund Class R6,/quote/JLGMX?p=JLGMX,38.04
778,JARTX,Janus Henderson Forty Fund Class S,/quote/JARTX?p=JARTX,31.94
779,KIFCX,Salient Select Income Fund Class C,/quote/KIFCX?p=KIFCX,15.38
780,CCIZX,Columbia Seligman Communications and Information Fund Institutional Class,/quote/CCIZX?p=CCIZX,73.40
781,SCIOX,Columbia Seligman Communications and Information Fund Advisor Class,/quote/SCIOX?p=SCIOX,63.55
782,SCIRX,Columbia Seligman Communications and Information Fund Class R,/quote/SCIRX?p=SCIRX,61.84
783,PARJX,T. Rowe Price Retirement 2025 Fund Advisor Class,/quote/PARJX?p=PARJX,15.28
784,SCMIX,Columbia Seligman Communications and Information Fund Institutional 2 Class,/quote/SCMIX?p=SCMIX,73.80
785,TILPX,TIAA-CREF Large-Cap Growth Fund Premier Class,/quote/TILPX?p=TILPX,19.60
786,SLMCX,Columbia Seligman Communications and Information Fund Class A,/quote/SLMCX?p=SLMCX,65.91
787,EAFGX,Eaton Vance Focused Growth Opportunities Fund Class A,/quote/EAFGX?p=EAFGX,19.77
788,SGTTX,Columbia Seligman Global Technology Fund Institutional 2 Class,/quote/SGTTX?p=SGTTX,37.99
789,TGGAX,Touchstone International Growth Opportunities Fund Class A,/quote/TGGAX?p=TGGAX,18.70
790,LKBAX,LKCM Balanced Fund,/quote/LKBAX?p=LKBAX,21.11
791,TYGGX,Touchstone International Growth Opportunities Fund Class Y,/quote/TYGGX?p=TYGGX,18.82
792,RIVBX,Riverbridge Growth Fund Institutional Class,/quote/RIVBX?p=RIVBX,20.52
793,JLGAX,JAG Large Cap Growth Fund Class A,/quote/JLGAX?p=JLGAX,14.79
794,CCHRX,Columbia Seligman Global Technology Fund Advisor Class,/quote/CCHRX?p=CCHRX,38.47
795,TILRX,TIAA-CREF Large-Cap Growth Fund Retirement Class,/quote/TILRX?p=TILRX,19.49
796,VWELX,Vanguard Wellington Fund Investor Shares,/quote/VWELX?p=VWELX,37.92
797,SGTRX,Columbia Seligman Global Technology Fund Class R,/quote/SGTRX?p=SGTRX,35.25
798,TIRTX,TIAA-CREF Large-Cap Growth Fund Retail Class,/quote/TIRTX?p=TIRTX,19.57
799,PRLAX,T. Rowe Price Latin America Fund,/quote/PRLAX?p=PRLAX,16.02
800,CSGZX,Columbia Seligman Global Technology Fund Institutional Class,/quote/CSGZX?p=CSGZX,37.75
801,SHTCX,Columbia Seligman Global Technology Fund Class C,/quote/SHTCX?p=SHTCX,26.65
802,VMNVX,Vanguard Global Minimum Volatility Fund Admiral Shares,/quote/VMNVX?p=VMNVX,23.96
803,ASDEX,American Century Select Fund R6 Class,/quote/ASDEX?p=ASDEX,72.40
804,TILHX,TIAA-CREF Large Cap Growth Fund Advisor Class,/quote/TILHX?p=TILHX,19.61
805,SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F,/quote/SXMAX?p=SXMAX,16.54
806,VWENX,Vanguard Wellington Fund Admiral Shares,/quote/VWENX?p=VWENX,65.49
807,CYYYX,Columbia Thermostat Fund Institutional 3 Class,/quote/CYYYX?p=CYYYX,15.15
808,TWCIX,American Century Select Fund Investor Class,/quote/TWCIX?p=TWCIX,70.88
809,FBAKX,Fidelity Balanced Fund Class K,/quote/FBAKX?p=FBAKX,21.56
810,FBALX,Fidelity Balanced Fund,/quote/FBALX?p=FBALX,21.56
811,TWSIX,American Century Select Fund I Class,/quote/TWSIX?p=TWSIX,72.34
812,VLAAX,Value Line Asset Allocation Fund Investor Class,/quote/VLAAX?p=VLAAX,35.42
813,TGGCX,Touchstone International Growth Opportunities Fund Class C,/quote/TGGCX?p=TGGCX,18.14
814,IFPUX,Independent Franchise Partners US Equity Fund,/quote/IFPUX?p=IFPUX,15.78
815,VLAIX,Value Line Asset Allocation Fund Institutional Class,/quote/VLAIX?p=VLAIX,35.52
816,PLBBX,Plumb Balanced Fund,/quote/PLBBX?p=PLBBX,28.83
817,SGIIX,First Eagle Global Fund Class I,/quote/SGIIX?p=SGIIX,48.25
818,TWCAX,American Century Select Fund A Class,/quote/TWCAX?p=TWCAX,68.90
819,ACSLX,American Century Select Fund C Class,/quote/ACSLX?p=ACSLX,60.14
820,FSPHX,Fidelity Select Health Care Portfolio,/quote/FSPHX?p=FSPHX,25.27
