,id,title,href,price_50_average
269,GTLIX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio Institutional Shares,/quote/GTLIX?p=GTLIX,21.00
270,GTLOX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio,/quote/GTLOX?p=GTLOX,21.00
271,VMGMX,Vanguard Mid-Cap Growth Index Fund Admiral Shares,/quote/VMGMX?p=VMGMX,56.63
272,NNLEX,Nicholas Limited Edition Fund Class N,/quote/NNLEX?p=NNLEX,21.00
273,THOCX,Thornburg Global Opportunities Fund Class C,/quote/THOCX?p=THOCX,23.46
274,DROYX,Diamond Hill Research Opportunities Fund Class Y,/quote/DROYX?p=DROYX,18.04
275,CFWCX,Calvert Global Water Fund Class C,/quote/CFWCX?p=CFWCX,16.23
276,THOIX,Thornburg Global Opportunities Fund Class I,/quote/THOIX?p=THOIX,24.39
277,TCMSX,TCM Small Cap Growth Fund,/quote/TCMSX?p=TCMSX,27.71
278,TESRX,Franklin Mutual Shares Fund Class R,/quote/TESRX?p=TESRX,20.13
279,NSDVX,North Star Dividend Fund Class I,/quote/NSDVX?p=NSDVX,15.16
280,CFWIX,Calvert Global Water Fund Class I,/quote/CFWIX?p=CFWIX,17.76
281,WPSKX,AB Concentrated Growth Fund Class K,/quote/WPSKX?p=WPSKX,35.62
282,DROCX,Diamond Hill Research Opportunities Fund Class C,/quote/DROCX?p=DROCX,16.48
283,DHROX,Diamond Hill Research Opportunities Fund Class A,/quote/DHROX?p=DHROX,17.68
284,SFLWX,AIG Focused Alpha Large-Cap Fund Class W,/quote/SFLWX?p=SFLWX,23.11
285,WPSIX,AB Concentrated Growth Fund Class I,/quote/WPSIX?p=WPSIX,36.29
286,CFWAX,Calvert Global Water Fund Class A,/quote/CFWAX?p=CFWAX,17.66
287,BTMFX,Boston Trust Midcap Fund,/quote/BTMFX?p=BTMFX,15.46
288,KLCIX,Federated Kaufmann Large Cap Fund Institutional Shares,/quote/KLCIX?p=KLCIX,24.87
289,TMDPX,AMG TimesSquare Mid Cap Growth Fund Class N,/quote/TMDPX?p=TMDPX,14.78
290,VQSRX,Virtus KAR Small-Cap Value Fund Class R6,/quote/VQSRX?p=VQSRX,15.37
291,FGSKX,Federated MDT Mid Cap Growth Fund Class R6 Shares,/quote/FGSKX?p=FGSKX,30.19
292,TMDIX,AMG TimesSquare Mid Cap Growth Fund Class Z,/quote/TMDIX?p=TMDIX,15.38
293,HLEMX,Harding Loevner Emerging Markets Portfolio Advisor Class,/quote/HLEMX?p=HLEMX,45.20
294,WSMNX,William Blair Small-Mid Cap Growth Fund Class N,/quote/WSMNX?p=WSMNX,20.78
295,TIBGX,Thornburg Investment Income Builder Fund Class R4,/quote/TIBGX?p=TIBGX,17.32
296,HLMEX,Harding Loevner Institutional Emerging Markets Portfolio Class I,/quote/HLMEX?p=HLMEX,17.29
297,WSMDX,William Blair Small-Mid Cap Growth Fund Class I,/quote/WSMDX?p=WSMDX,22.08
298,CSRIX,Cohen & Steers Institutional Realty Shares,/quote/CSRIX?p=CSRIX,37.89
299,FIDGX,Fidelity Advisor Small Cap Growth Fund Class Z,/quote/FIDGX?p=FIDGX,21.93
300,TIBIX,Thornburg Investment Income Builder Fund Class I,/quote/TIBIX?p=TIBIX,17.43
301,NBGNX,Neuberger Berman Genesis Fund Investor Class,/quote/NBGNX?p=NBGNX,47.19
302,NBGEX,Neuberger Berman Genesis Fund Trust Class,/quote/NBGEX?p=NBGEX,47.19
303,FCTGX,Fidelity Advisor Small Cap Growth Fund Class M,/quote/FCTGX?p=FCTGX,19.88
304,NBGIX,Neuberger Berman Genesis Fund Institutional Class,/quote/NBGIX?p=NBGIX,47.10
305,MXXVX,Matthew 25 Fund,/quote/MXXVX?p=MXXVX,23.25
306,PXSGX,Virtus KAR Small-Cap Growth Fund Class I,/quote/PXSGX?p=PXSGX,34.54
307,ORENX,Invesco Oppenheimer Real Estate Fund Class R,/quote/ORENX?p=ORENX,20.91
308,POPFX,Prospector Opportunity Fund,/quote/POPFX?p=POPFX,17.61
309,HGGAX,Harbor Global Leaders Fund Institutional Class,/quote/HGGAX?p=HGGAX,26.14
310,PSGAX,Virtus KAR Small-Cap Growth Fund Class A,/quote/PSGAX?p=PSGAX,33.73
311,FCIGX,Fidelity Advisor Small Cap Growth Fund I Class,/quote/FCIGX?p=FCIGX,21.86
312,TIBCX,Thornburg Investment Income Builder Fund Class C,/quote/TIBCX?p=TIBCX,17.29
313,TIBRX,Thornburg Investment Income Builder Fund Class R3,/quote/TIBRX?p=TIBRX,17.30
314,ORECX,Invesco Oppenheimer Real Estate Fund Class C,/quote/ORECX?p=ORECX,20.41
315,TIBAX,Thornburg Investment Income Builder Fund Class A,/quote/TIBAX?p=TIBAX,17.31
316,CSRSX,Cohen & Steers Realty Shares Fund Class L,/quote/CSRSX?p=CSRSX,53.45
317,FCAGX,Fidelity Advisor Small Cap Growth Fund Class A,/quote/FCAGX?p=FCAGX,20.71
318,FCCGX,Fidelity Advisor Small Cap Growth Fund Class C,/quote/FCCGX?p=FCCGX,17.98
319,FOSKX,Fidelity Overseas Fund Class K,/quote/FOSKX?p=FOSKX,41.84
320,BARUX,Baron Asset Fund Class R6,/quote/BARUX?p=BARUX,76.91
321,PSGCX,Virtus KAR Small-Cap Growth Fund Class C,/quote/PSGCX?p=PSGCX,29.98
322,BARIX,Baron Asset Fund Institutional Class,/quote/BARIX?p=BARIX,76.93
323,FOSFX,Fidelity Overseas Fund,/quote/FOSFX?p=FOSFX,41.94
324,BCSSX,Brown Capital Management Small Company Fund Institutional Shares,/quote/BCSSX?p=BCSSX,86.10
325,TIBMX,Thornburg Investment Income Builder Fund Class R5,/quote/TIBMX?p=TIBMX,17.42
326,BARAX,Baron Asset Fund Retail Class,/quote/BARAX?p=BARAX,73.74
327,BCSIX,Brown Capital Management Small Company Fund Investor Shares,/quote/BCSIX?p=BCSIX,84.23
328,CFIMX,Clipper Fund,/quote/CFIMX?p=CFIMX,96.28
329,HNGIX,Harbor Global Leaders Fund Retirement Class,/quote/HNGIX?p=HNGIX,26.19
330,CAMOX,Cambiar Opportunity Fund Class Investor,/quote/CAMOX?p=CAMOX,17.86
331,POSKX,PRIMECAP Odyssey Stock Fund,/quote/POSKX?p=POSKX,26.33
332,FADCX,Fidelity Advisor Diversified International Fund Class C,/quote/FADCX?p=FADCX,19.12
333,CGMRX,CGM Realty Fund,/quote/CGMRX?p=CGMRX,18.20
334,NESYX,Natixis Funds Trust I U.S. Equity Opportunities Fund Class Y,/quote/NESYX?p=NESYX,35.74
335,FSRFX,Fidelity Select Transportation Portfolio,/quote/FSRFX?p=FSRFX,67.75
336,RAANX,Altegris/AACA Opportunistic Real Estate Fund N,/quote/RAANX?p=RAANX,15.92
337,RAAAX,Altegris/AACA Opportunistic Real Estate Fund A,/quote/RAAAX?p=RAAAX,15.92
338,DFDMX,DF Dent Midcap Growth Fund Investor Shares,/quote/DFDMX?p=DFDMX,23.96
339,FZABX,Fidelity Advisor Diversified International Fund Class Z,/quote/FZABX?p=FZABX,20.22
340,FDVAX,Fidelity Advisor Diversified International Fund Class A,/quote/FDVAX?p=FDVAX,19.91
341,WILNX,William Blair International Leaders Fund Class N Shares,/quote/WILNX?p=WILNX,14.93
342,FDVIX,Fidelity Advisor Diversified International Fund I Class,/quote/FDVIX?p=FDVIX,20.25
343,RAAIX,Altegris/AACA Opportunistic Real Estate Fund I,/quote/RAAIX?p=RAAIX,16.03
344,WILJX,William Blair International Leaders Fund R6 Class Shares,/quote/WILJX?p=WILJX,14.97
345,MGPIX,ProFunds Mid Cap Growth Fund Investor Class,/quote/MGPIX?p=MGPIX,75.47
346,NEFSX,Natixis Funds Trust I U.S. Equity Opportunities Fund Class A,/quote/NEFSX?p=NEFSX,29.93
347,FKKSX,Federated Kaufmann Small Cap Fund Class R Shares,/quote/FKKSX?p=FKKSX,36.77
348,TARKX,Tarkio Fund,/quote/TARKX?p=TARKX,14.95
349,VTRIX,Vanguard International Value Fund Investor Shares,/quote/VTRIX?p=VTRIX,28.40
350,CIPMX,Champlain Mid Cap Fund Advisor Class,/quote/CIPMX?p=CIPMX,16.50
351,DGLCX,BNY Mellon Global Stock Fund - Class C,/quote/DGLCX?p=DGLCX,18.57
352,DGLRX,BNY Mellon Global Stock Fund - Class I,/quote/DGLRX?p=DGLRX,19.53
353,DGLAX,BNY Mellon Global Stock Fund - Class A,/quote/DGLAX?p=DGLAX,19.23
354,CIPIX,Champlain Mid Cap Fund Institutional Class,/quote/CIPIX?p=CIPIX,16.90
355,IILGX,Thrivent Global Stock Fund Class S,/quote/IILGX?p=IILGX,19.61
356,VGISX,Virtus Duff & Phelps Global Real Estate Securities Fund Class I,/quote/VGISX?p=VGISX,25.94
357,VGSCX,Virtus Duff & Phelps Global Real Estate Securities Fund Class C,/quote/VGSCX?p=VGSCX,25.34
358,VRGEX,Virtus Duff & Phelps Global Real Estate Securities Fund Class R6,/quote/VRGEX?p=VRGEX,26.02
359,JDNAX,Janus Henderson Growth And Income Fund Class A,/quote/JDNAX?p=JDNAX,48.67
360,JENHX,Johnson Enhanced Return Fund,/quote/JENHX?p=JENHX,13.98
361,VGSAX,Virtus Duff & Phelps Global Real Estate Securities Fund Class A,/quote/VGSAX?p=VGSAX,26.66
362,SGIDX,Crossmark Steward Global Equity Income Fund Class A,/quote/SGIDX?p=SGIDX,24.96
363,VDIGX,Vanguard Dividend Growth Fund Investor Shares,/quote/VDIGX?p=VDIGX,25.92
364,MIEIX,MFS Institutional International Equity Fund,/quote/MIEIX?p=MIEIX,22.49
365,EKGCX,Wells Fargo Global Small Cap Fund Class C,/quote/EKGCX?p=EKGCX,20.73
366,EKGIX,Wells Fargo Global Small Cap Fund Class Inst,/quote/EKGIX?p=EKGIX,32.70
367,RINPX,Royce International Premier Fund Consultant Class,/quote/RINPX?p=RINPX,15.16
368,NMIMX,Columbia Large Cap Enhanced Core Fund Institutional Class,/quote/NMIMX?p=NMIMX,20.80
369,NMIAX,Columbia Large Cap Enhanced Core Fund Class A,/quote/NMIAX?p=NMIAX,20.84
370,BMRRX,BlackRock Mid-Cap Growth Equity Portfolio Class R,/quote/BMRRX?p=BMRRX,22.17
371,EKGYX,Wells Fargo Global Small Cap Fund Class Admin,/quote/EKGYX?p=EKGYX,32.86
372,EKGAX,Wells Fargo Global Small Cap Fund Class A,/quote/EKGAX?p=EKGAX,31.19
373,TGIRX,Thornburg International Value Fund Class R6,/quote/TGIRX?p=TGIRX,19.67
374,BMGCX,BlackRock Mid-Cap Growth Equity Portfolio Investor C Shares,/quote/BMGCX?p=BMGCX,17.44
375,BMGAX,BlackRock Mid-Cap Growth Equity Portfolio Investor A Shares,/quote/BMGAX?p=BMGAX,22.60
376,MPGFX,Mairs & Power Growth Fund Investor Class,/quote/MPGFX?p=MPGFX,105.08
377,SKTAX,SEI Asset Allocation Trust Core Market Strategy Allocation Fund Class F,/quote/SKTAX?p=SKTAX,15.79
378,VPCCX,Vanguard PRIMECAP Core Fund Investor Shares,/quote/VPCCX?p=VPCCX,22.01
379,TIVRX,Thornburg International Value Fund Class R5,/quote/TIVRX?p=TIVRX,19.75
380,TGVIX,Thornburg International Value Fund Class I,/quote/TGVIX?p=TGVIX,19.77
381,TGVAX,Thornburg International Value Fund Class A,/quote/TGVAX?p=TGVAX,19.10
382,TGVRX,Thornburg International Value Fund Class R3,/quote/TGVRX?p=TGVRX,19.11
383,CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class,/quote/CLNCX?p=CLNCX,20.72
384,FRSSX,Nuveen Real Estate Securities Fund Class R3,/quote/FRSSX?p=FRSSX,16.54
385,FARCX,Nuveen Real Estate Securities Fund Class I,/quote/FARCX?p=FARCX,16.55
386,NWWOX,Virtus Vontobel Global Opportunities Fund Class A,/quote/NWWOX?p=NWWOX,14.52
387,WWOIX,Virtus Vontobel Global Opportunities Fund Class I,/quote/WWOIX?p=WWOIX,14.53
388,FREAX,Nuveen Real Estate Securities Fund Class A,/quote/FREAX?p=FREAX,16.25
389,FSRPX,Fidelity Select Retailing Portfolio,/quote/FSRPX?p=FSRPX,14.37
390,VITPX,Vanguard Institutional Total Stock Market Index Fund Institutional Plus Shares,/quote/VITPX?p=VITPX,55.84
391,VITNX,Vanguard Institutional Total Stock Market Index Fund Institutional Shares,/quote/VITNX?p=VITNX,55.84
392,SISAX,SEI Asset Allocation Trust Tax-Managed Aggressive Strategy Fund Class F,/quote/SISAX?p=SISAX,18.08
393,DDDAX,13D Activist Fund Class A,/quote/DDDAX?p=DDDAX,15.69
394,FSKAX,Fidelity Total Market Index Fund,/quote/FSKAX?p=FSKAX,73.98
395,TADGX,T. Rowe Price Dividend Growth Fund Advisor Class,/quote/TADGX?p=TADGX,44.53
396,POGSX,Pin Oak Equity Fund,/quote/POGSX?p=POGSX,59.45
397,POGRX,PRIMECAP Odyssey Growth Fund,/quote/POGRX?p=POGRX,32.00
398,BUFTX,Buffalo Discovery Fund,/quote/BUFTX?p=BUFTX,20.53
399,PDGIX,T. Rowe Price Dividend Growth Fund I Class,/quote/PDGIX?p=PDGIX,44.59
400,PRDGX,T. Rowe Price Dividend Growth Fund,/quote/PRDGX?p=PRDGX,44.60
401,MIOPX,"Morgan Stanley Institutional Fund, Inc. International Opportunity Portfolio Class A",/quote/MIOPX?p=MIOPX,22.46
402,NLCIX,Nuveen Large Cap Core Fund Class I,/quote/NLCIX?p=NLCIX,25.53
403,USAWX,USAA World Growth Fund,/quote/USAWX?p=USAWX,20.77
404,FMGIX,Frontier MFG Core Infrastructure Fund Institutional Class,/quote/FMGIX?p=FMGIX,15.62
405,NLACX,Nuveen Large Cap Core Fund Class A,/quote/NLACX?p=NLACX,25.60
406,USWGX,USAA World Growth Fund Adviser Shares,/quote/USWGX?p=USWGX,20.80
407,AOVIX,American Century Investments One Choice Portfolio: Very Aggressive Investor Class,/quote/AOVIX?p=AOVIX,14.33
408,FIVFX,Fidelity International Capital Appreciation Fund,/quote/FIVFX?p=FIVFX,19.34
409,FIDZX,Fidelity Advisor International Capital Appreciation Fund Class Z,/quote/FIDZX?p=FIDZX,20.38
410,EWENX,Wells Fargo Intrinsic World Equity Fund - Class Inst,/quote/EWENX?p=EWENX,17.27
411,HGITX,Hartford Core Equity Fund Class R5,/quote/HGITX?p=HGITX,29.48
412,POMIX,T. Rowe Price Total Equity Market Index Fund,/quote/POMIX?p=POMIX,29.01
413,SSHVX,Sound Shore Fund Institutional Class,/quote/SSHVX?p=SSHVX,31.69
414,AUENX,AQR Large Cap Defensive Style Fund Class N,/quote/AUENX?p=AUENX,20.06
415,QUERX,AQR Large Cap Defensive Style Fund Class R6,/quote/QUERX?p=QUERX,20.07
416,FCPAX,Fidelity Advisor International Capital Appreciation Fund Class A,/quote/FCPAX?p=FCPAX,19.06
417,AUEIX,AQR Large Cap Defensive Style Fund Class I,/quote/AUEIX?p=AUEIX,20.10
418,HGIYX,Hartford Core Equity Fund Class Y,/quote/HGIYX?p=HGIYX,29.61
419,NLCDX,Nuveen Large Cap Core Fund Class C,/quote/NLCDX?p=NLCDX,25.11
420,FCPCX,Fidelity Advisor International Capital Appreciation Fund Class C,/quote/FCPCX?p=FCPCX,16.69
421,JPFAX,JPMorgan Equity Focus Fund Class A,/quote/JPFAX?p=JPFAX,22.68
422,CAMIX,Cambiar International Equity Fund Investor Class,/quote/CAMIX?p=CAMIX,19.87
423,DDDIX,13D Activist Fund Class I,/quote/DDDIX?p=DDDIX,16.07
424,FIATX,Fidelity Advisor International Capital Appreciation Fund Class M,/quote/FIATX?p=FIATX,18.57
425,ZSCCX,Zacks Small-Cap Core Fund Investor Class,/quote/ZSCCX?p=ZSCCX,18.29
426,ZSCIX,Zacks Small-Cap Core Fund Institutional Class,/quote/ZSCIX?p=ZSCIX,18.59
427,HFCSX,Hennessy Focus Fund Investor Class,/quote/HFCSX?p=HFCSX,60.63
428,MMCFX,AMG Managers Emerging Opportunities Fund Class N,/quote/MMCFX?p=MMCFX,28.15
429,HFCIX,Hennessy Focus Fund Institutional Class,/quote/HFCIX?p=HFCIX,62.65
430,FLCGX,Meeder Quantex Fund Retail Class,/quote/FLCGX?p=FLCGX,24.61
431,QNTAX,Meeder Quantex Fund Adviser Class,/quote/QNTAX?p=QNTAX,24.68
432,QNTIX,Meeder Quantex Fund Institutional Class,/quote/QNTIX?p=QNTIX,24.68
433,DHMAX,Diamond Hill Small Mid Cap Fund Class A,/quote/DHMAX?p=DHMAX,15.32
434,KMDVX,Keeley Mid Cap Dividend Value Fund Class A,/quote/KMDVX?p=KMDVX,16.55
435,CBMSX,Wells Fargo C&B Mid Cap Value Fund - Class Inst,/quote/CBMSX?p=CBMSX,29.58
436,DHMIX,Diamond Hill Small Mid Cap Fund Class I,/quote/DHMIX?p=DHMIX,15.49
437,FSAIX,Fidelity Select Portfolios Air Transportation Portfolio,/quote/FSAIX?p=FSAIX,44.89
438,DHMYX,Diamond Hill Small-Mid Cap Fund Class Y,/quote/DHMYX?p=DHMYX,15.52
439,VEVCX,Victory Sycamore Established Value Fund Class C,/quote/VEVCX?p=VEVCX,28.83
440,ICSCX,ICM Small Company Portfolio,/quote/ICSCX?p=ICSCX,19.76
441,GETGX,Victory Sycamore Established Value Fund Class R,/quote/GETGX?p=GETGX,29.12
442,VEVIX,Victory Sycamore Established Value Fund Class I,/quote/VEVIX?p=VEVIX,29.57
443,VEVRX,Victory Sycamore Established Value Fund Class R6,/quote/VEVRX?p=VEVRX,29.58
444,BWLAX,American Beacon Bridgeway Large Cap Value Fund A Class,/quote/BWLAX?p=BWLAX,19.43
445,LVAEX,LSV Value Equity Fund Investor Class,/quote/LVAEX?p=LVAEX,19.45
446,JVAIX,JPMorgan Value Advantage Fund Class L,/quote/JVAIX?p=JVAIX,27.38
447,JVACX,JPMorgan Value Advantage Fund Class C,/quote/JVACX?p=JVACX,27.12
448,JVARX,JPMorgan Value Advantage Fund Class R5,/quote/JVARX?p=JVARX,27.32
449,BRLVX,American Beacon Bridgeway Large Cap Value Fund R5 Class,/quote/BRLVX?p=BRLVX,19.61
450,CAMYX,Cambiar International Equity Institutional,/quote/CAMYX?p=CAMYX,19.89
451,DDDCX,13D Activist Fund Class C,/quote/DDDCX?p=DDDCX,15.39
452,DODBX,Dodge & Cox Balanced Fund,/quote/DODBX?p=DODBX,82.05
453,FCPIX,Fidelity Advisor International Capital Appreciation Fund I Class,/quote/FCPIX?p=FCPIX,20.36
454,PAGLX,T. Rowe Price Global Growth Stock Fund Advisor Class,/quote/PAGLX?p=PAGLX,25.91
455,SGACX,Virtus SGA Global Growth C Class,/quote/SGACX?p=SGACX,18.73
456,FSPSX,Fidelity International Index Fund,/quote/FSPSX?p=FSPSX,33.58
457,DGIFX,The Disciplined Growth Investors Fund,/quote/DGIFX?p=DGIFX,17.90
458,FPRAX,FPA Paramount Fund,/quote/FPRAX?p=FPRAX,17.05
459,PRIUX,T. Rowe Price International Stock Fund I Class,/quote/PRIUX?p=PRIUX,14.94
460,SGAPX,Virtus SGA Global Growth I Class,/quote/SGAPX?p=SGAPX,19.81
461,LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A,/quote/LCIAX?p=LCIAX,142.29
462,FCIVX,Frontier MFG Core Infrastructure Fund Service Class,/quote/FCIVX?p=FCIVX,15.65
463,FGFRX,Federated International Leaders Fund Class R,/quote/FGFRX?p=FGFRX,27.61
464,NOLCX,Northern Large Cap Core Fund,/quote/NOLCX?p=NOLCX,17.06
465,RRITX,T. Rowe Price International Stock Fund Class R,/quote/RRITX?p=RRITX,14.75
466,FGRSX,Federated International Leaders Fund Class R6 Shares,/quote/FGRSX?p=FGRSX,27.72
467,FGFAX,Federated International Leaders Fund Class A Shares,/quote/FGFAX?p=FGFAX,27.75
468,WMLIX,Wilmington Large-Cap Strategy Fund Class Institutional,/quote/WMLIX?p=WMLIX,20.21
469,PKSCX,Virtus KAR Small-Cap Core Fund Class C,/quote/PKSCX?p=PKSCX,26.45
470,HLMGX,Harding Loevner Global Equity Portfolio Advisor Class,/quote/HLMGX?p=HLMGX,31.98
471,PYVLX,Payden Equity Income Fund,/quote/PYVLX?p=PYVLX,14.90
472,PYVSX,Payden Equity Income Fund SI Class,/quote/PYVSX?p=PYVSX,14.91
473,RISAX,Manning & Napier Rainier International Discovery Series Class S,/quote/RISAX?p=RISAX,17.85
474,POAGX,PRIMECAP Odyssey Aggressive Growth Fund,/quote/POAGX?p=POAGX,35.67
475,PKSFX,Virtus KAR Small-Cap Core Fund Class I,/quote/PKSFX?p=PKSFX,34.08
476,AKRIX,Akre Focus Fund Institutional Class,/quote/AKRIX?p=AKRIX,41.85
477,SECEX,Guggenheim StylePlus - Large Core Fund Class A,/quote/SECEX?p=SECEX,17.87
478,SCGVX,Sands Capital Global Growth Fund Investor Shares,/quote/SCGVX?p=SCGVX,23.20
479,SCMGX,Sands Capital Global Growth Fund Institutional Shares,/quote/SCMGX?p=SCMGX,23.59
480,VTCLX,Vanguard Tax-Managed Capital Appreciation Fund Admiral Shares,/quote/VTCLX?p=VTCLX,136.92
481,VSCRX,Virtus KAR Small-Cap Core Fund Class R6,/quote/VSCRX?p=VSCRX,34.21
482,GEQYX,GuideStone Funds Equity Index Fund Institutional Class,/quote/GEQYX?p=GEQYX,29.46
483,VHGEX,Vanguard Global Equity Fund Investor Shares,/quote/VHGEX?p=VHGEX,25.71
484,AKRSX,Akre Focus Fund Supra Institutional Class,/quote/AKRSX?p=AKRSX,42.03
485,VTCIX,Vanguard Tax-Managed Capital Appreciation Fund Institutional Shares,/quote/VTCIX?p=VTCIX,68.04
486,NOSIX,Northern Stock Index Fund,/quote/NOSIX?p=NOSIX,30.66
487,PAITX,T. Rowe Price International Stock Fund Advisor Class,/quote/PAITX?p=PAITX,14.96
488,HLMVX,Harding Loevner Global Equity Portfolio Institutional Class,/quote/HLMVX?p=HLMVX,31.96
489,SFEPX,Guggenheim StylePlus - Large Core Fund Class P,/quote/SFEPX?p=SFEPX,17.64
490,SPIIX,SEI Institutional Managed Trust S&P 500 Index Fund Class I,/quote/SPIIX?p=SPIIX,60.28
491,PKSAX,Virtus KAR Small-Cap Core Fund Class A,/quote/PKSAX?p=PKSAX,32.16
492,SPINX,SEI Institutional Investments Trust S&P 500 Index Fund Class A,/quote/SPINX?p=SPINX,14.12
493,AKREX,Akre Focus Fund Retail Class,/quote/AKREX?p=AKREX,40.78
494,MYSPX,MainStay MacKay S&P 500 Index Fund Investor Class,/quote/MYSPX?p=MYSPX,37.05
495,DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund Class I,/quote/DSPIX?p=DSPIX,49.68
496,SVSPX,State Street S&P 500 Index Fund Class N,/quote/SVSPX?p=SVSPX,32.24
497,SSPIX,SEI Institutional Managed Trust S&P 500 Index Fund Class F,/quote/SSPIX?p=SSPIX,59.90
498,TRRKX,T. Rowe Price Retirement 2045 Fund,/quote/TRRKX?p=TRRKX,15.23
499,BSPIX,iShares S&P 500 Index Fund Institutional Shares,/quote/BSPIX?p=BSPIX,317.04
500,MIGPX,"Morgan Stanley Institutional Fund, Inc. Global Advantage Portfolio Class A",/quote/MIGPX?p=MIGPX,15.77
501,BSPAX,iShares S&P 500 Index Fund Investor A Shares,/quote/BSPAX?p=BSPAX,316.86
502,MIGIX,"Morgan Stanley Institutional Fund, Inc. Global Advantage Portfolio Class I",/quote/MIGIX?p=MIGIX,16.13
503,FXAIX,Fidelity 500 Index Fund,/quote/FXAIX?p=FXAIX,92.88
504,PREIX,T. Rowe Price Equity Index 500 Fund,/quote/PREIX?p=PREIX,71.07
505,BTIIX,DWS Equity 500 Index Fund - Class Inst,/quote/BTIIX?p=BTIIX,163.90
506,PRUIX,T. Rowe Price Equity Index 500 Fund I Class,/quote/PRUIX?p=PRUIX,71.09
507,FTCLX,Franklin Corefolio Allocation Fund Class C,/quote/FTCLX?p=FTCLX,16.29
508,DHLSX,Diamond Hill Long Short Fund Class I,/quote/DHLSX?p=DHLSX,21.28
509,VINIX,Vanguard Institutional Index Fund Institutional Shares,/quote/VINIX?p=VINIX,239.47
510,NINDX,Columbia Large Cap Index Fund Institutional Class,/quote/NINDX?p=NINDX,42.93
511,VIIIX,Vanguard Institutional Index Fund Institutional Plus Shares,/quote/VIIIX?p=VIIIX,239.49
512,CLXRX,Columbia Large Cap Index Fund Institutional 2 Class,/quote/CLXRX?p=CLXRX,43.64
513,GEQZX,GuideStone Funds Equity Index Fund Investor Class,/quote/GEQZX?p=GEQZX,29.46
514,BTIEX,DWS Equity 500 Index Fund - Class S,/quote/BTIEX?p=BTIEX,160.95
515,SXPCX,DWS S&P 500 Index Fund - Class C,/quote/SXPCX?p=SXPCX,27.74
516,PDSIX,PGIM QMA Stock Index Fund- Class I,/quote/PDSIX?p=PDSIX,37.26
517,PSIFX,PGIM QMA Stock Index Fund- Class Z,/quote/PSIFX?p=PSIFX,37.27
518,AGOZX,Alger Small Cap Focus Fund Class Z,/quote/AGOZX?p=AGOZX,18.99
519,RRTRX,T. Rowe Price Retirement 2045 Fund Class R,/quote/RRTRX?p=RRTRX,14.94
520,NEIAX,Columbia Large Cap Index Fund Class A,/quote/NEIAX?p=NEIAX,42.65
521,MSPTX,"Morgan Stanley Institutional Fund, Inc. Global Advantage Portfolio Class C",/quote/MSPTX?p=MSPTX,14.82
522,PSICX,PGIM QMA Stock Index Fund- Class C,/quote/PSICX?p=PSICX,36.65
523,SXPAX,DWS S&P 500 Index Fund - Class A,/quote/SXPAX?p=SXPAX,27.83
524,DIAYX,Diamond Hill Long-Short Fund Class Y,/quote/DIAYX?p=DIAYX,21.38
525,JPIEX,JPMorgan U.S. Research Enhanced Equity Fund Class L,/quote/JPIEX?p=JPIEX,22.80
526,TBGVX,"Tweedy, Browne Global Value Fund",/quote/TBGVX?p=TBGVX,22.36
527,PSIAX,PGIM QMA Stock Index Fund- Class A,/quote/PSIAX?p=PSIAX,37.08
528,VHCOX,Vanguard Capital Opportunity Fund Investor Shares,/quote/VHCOX?p=VHCOX,55.24
529,VRISX,Virtus KAR International Small-Cap Fund Class R6,/quote/VRISX?p=VRISX,14.61
530,NBQFX,Nuveen International Growth Fund Class R6,/quote/NBQFX?p=NBQFX,39.04
531,ILLLX,Transamerica Capital Growth Fund Class C,/quote/ILLLX?p=ILLLX,18.95
532,RRCOX,T. Rowe Price U.S. Equity Research Fund R Class,/quote/RRCOX?p=RRCOX,25.41
533,JTSSX,JPMorgan SmartRetirement 2050 Fund Class I,/quote/JTSSX?p=JTSSX,16.98
534,VHCAX,Vanguard Capital Opportunity Fund Admiral Shares,/quote/VHCAX?p=VHCAX,127.56
535,JDEAX,JPMorgan U.S. Research Enhanced Equity Fund Class A,/quote/JDEAX?p=JDEAX,22.58
536,JTSIX,JPMorgan SmartRetirement 2050 Fund Class R5,/quote/JTSIX?p=JTSIX,17.02
537,JTSYX,JPMorgan SmartRetirement 2050 Fund Class R6,/quote/JTSYX?p=JTSYX,17.03
538,DHFCX,Diamond Hill Long Short Fund Class C,/quote/DHFCX?p=DHFCX,18.16
539,PACOX,T. Rowe Price U.S. Equity Research Fund Advisor Class,/quote/PACOX?p=PACOX,25.53
540,RAIIX,Manning & Napier Rainier International Discovery Series Class I,/quote/RAIIX?p=RAIIX,18.03
541,PARLX,T. Rowe Price Retirement 2045 Fund Advisor Class,/quote/PARLX?p=PARLX,15.12
542,PRCOX,T. Rowe Price U.S. Equity Research Fund,/quote/PRCOX?p=PRCOX,25.59
543,PCCOX,T. Rowe Price U.S. Equity Research Fund I Class,/quote/PCCOX?p=PCCOX,25.60
544,GILIX,Guggenheim StylePlus - Large Core Fund Institutional,/quote/GILIX?p=GILIX,17.71
