abbrivate_funds,funds_title,stock_title,stock_href,abbrivate_stock,holding,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,5.33%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,4.35%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Medtronic PLC,/quote/MDT?p=MDT,MDT,2.88%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,2.68%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,2.58%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Comcast Corp Class A,/quote/CMCSA?p=CMCSA,CMCSA,2.54%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Philip Morris International Inc,/quote/PM?p=PM,PM,2.34%,,
CCCRX,Columbia Contrarian Core Fund Class R (CCCRX),Mastercard Inc A,/quote/MA?p=MA,MA,2.27%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Lam Research Corp,/quote/LRCX?p=LRCX,LRCX,7.72%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,5.89%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Broadcom Inc,/quote/AVGO?p=AVGO,AVGO,5.02%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Synopsys Inc,/quote/SNPS?p=SNPS,SNPS,4.16%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,4.10%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,3.95%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Teradyne Inc,/quote/TER?p=TER,TER,3.85%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Visa Inc Class A,/quote/V?p=V,V,3.54%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Marvell Technology Group Ltd,/quote/MRVL?p=MRVL,MRVL,3.46%,,
CCHRX,Columbia Seligman Global Technology Fund Advisor Class (CCHRX),Micron Technology Inc,/quote/MU?p=MU,MU,3.31%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Lam Research Corp,/quote/LRCX?p=LRCX,LRCX,7.74%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,5.88%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Broadcom Inc,/quote/AVGO?p=AVGO,AVGO,5.09%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Synopsys Inc,/quote/SNPS?p=SNPS,SNPS,4.13%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.09%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,4.07%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Teradyne Inc,/quote/TER?p=TER,TER,4.06%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Visa Inc Class A,/quote/V?p=V,V,3.58%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Marvell Technology Group Ltd,/quote/MRVL?p=MRVL,MRVL,3.55%,,
CCIZX,Columbia Seligman Communications and Information Fund Institutional Class (CCIZX),Micron Technology Inc,/quote/MU?p=MU,MU,3.39%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Bright Horizons Family Solutions Inc,/quote/BFAM?p=BFAM,BFAM,3.40%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Repligen Corp,/quote/RGEN?p=RGEN,RGEN,3.05%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Omnicell Inc,/quote/OMCL?p=OMCL,OMCL,2.95%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Jack Henry & Associates Inc,/quote/JKHY?p=JKHY,JKHY,2.82%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Pool Corp,/quote/POOL?p=POOL,POOL,2.81%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Rollins Inc,/quote/ROL?p=ROL,ROL,2.62%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),West Pharmaceutical Services Inc,/quote/WST?p=WST,WST,2.54%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Fair Isaac Corp,/quote/FICO?p=FICO,FICO,2.42%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Guidewire Software Inc,/quote/GWRE?p=GWRE,GWRE,2.42%,,
CCSGX,Conestoga SMid Cap Fund Institutional Class (CCSGX),Heico Corp Class A,/quote/HEI.A?p=HEI.A,HEI.A,2.41%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),RealPage Inc,/quote/RP?p=RP,RP,3.70%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),Hexcel Corp,/quote/HXL?p=HXL,HXL,2.91%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),Choice Hotels International Inc,/quote/CHH?p=CHH,CHH,2.62%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),ICU Medical Inc,/quote/ICUI?p=ICUI,ICUI,2.45%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),Healthcare Realty Trust Inc,/quote/HR?p=HR,HR,2.44%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),ONE Gas Inc,/quote/OGS?p=OGS,OGS,2.35%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),Mueller Water Products, Inc.,/quote/MWA?p=MWA,MWA,2.33%,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),ACI Worldwide Inc,/quote/ACIW?p=ACIW,ACIW,2.32%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),Haemonetics Corp,/quote/HAE?p=HAE,HAE,2.28%,,
CCVAX,Calvert Small-Cap Fund Class A (CCVAX),National Vision Holdings Inc,/quote/EYE?p=EYE,EYE,2.19%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),American Software Inc Class A,/quote/AMSWA?p=AMSWA,AMSWA,2.42%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Casey's General Stores Inc,/quote/CASY?p=CASY,CASY,2.25%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),The Hackett Group Inc,/quote/HCKT?p=HCKT,HCKT,2.19%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),National Instruments Corp,/quote/NATI?p=NATI,NATI,2.03%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Old Republic International Corp,/quote/ORI?p=ORI,ORI,2.02%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),TriCo Bancshares,/quote/TCBK?p=TCBK,TCBK,2.02%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Brooks Automation Inc,/quote/BRKS?p=BRKS,BRKS,2.00%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Pricesmart Inc,/quote/PSMT?p=PSMT,PSMT,1.99%,,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Mueller Water Products, Inc.,/quote/MWA?p=MWA,MWA,1.97%,
CDOFX,Crawford Small Cap Dividend Fund (CDOFX),Woodward Inc,/quote/WWD?p=WWD,WWD,1.97%,,
CFIMX,Clipper Fund (CFIMX),Berkshire Hathaway Inc A,/quote/BRK.A?p=BRK.A,BRK.A,9.61%,,
CFIMX,Clipper Fund (CFIMX),United Technologies Corp,/quote/UTX?p=UTX,UTX,7.17%,,
CFIMX,Clipper Fund (CFIMX),Capital One Financial Corp,/quote/COF?p=COF,COF,6.91%,,
CFIMX,Clipper Fund (CFIMX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,6.83%,,
CFIMX,Clipper Fund (CFIMX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,6.30%,,
CFIMX,Clipper Fund (CFIMX),Bank of New York Mellon Corp,/quote/BK?p=BK,BK,5.88%,,
CFIMX,Clipper Fund (CFIMX),Wells Fargo & Co,/quote/WFC?p=WFC,WFC,5.71%,,
CFIMX,Clipper Fund (CFIMX),New Oriental Education & Technology Group Inc ADR,/quote/EDU?p=EDU,EDU,5.26%,,
CFIMX,Clipper Fund (CFIMX),Markel Corp,/quote/MKL?p=MKL,MKL,5.22%,,
CFIMX,Clipper Fund (CFIMX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,4.98%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.91%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.19%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.19%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,2.81%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Facebook Inc A,/quote/FB?p=FB,FB,1.70%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Visa Inc Class A,/quote/V?p=V,V,1.69%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,1.48%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.40%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Procter & Gamble Co,/quote/PG?p=PG,PG,1.22%,,
CGIIX,Calamos Growth & Income Fund Institutional Class (CGIIX),Mastercard Inc A,/quote/MA?p=MA,MA,1.16%,,
CGMRX,CGM Realty Fund (CGMRX),American Tower Corp,/quote/AMT?p=AMT,AMT,6.86%,,
CGMRX,CGM Realty Fund (CGMRX),Crown Castle International Corp,/quote/CCI?p=CCI,CCI,6.67%,,
CGMRX,CGM Realty Fund (CGMRX),CoreCivic Inc,/quote/CXW?p=CXW,CXW,6.21%,,
CGMRX,CGM Realty Fund (CGMRX),Petroleo Brasileiro SA Petrobras ADR,/quote/PBR.SA?p=PBR.SA,PBR.SA,6.18%,,
CGMRX,CGM Realty Fund (CGMRX),The GEO Group Inc,/quote/GEO?p=GEO,GEO,6.12%,,
CGMRX,CGM Realty Fund (CGMRX),Vulcan Materials Co,/quote/VMC?p=VMC,VMC,5.65%,,
CGMRX,CGM Realty Fund (CGMRX),Jones Lang LaSalle Inc,/quote/JLL?p=JLL,JLL,5.50%,,
CGMRX,CGM Realty Fund (CGMRX),Alexandria Real Estate Equities Inc,/quote/ARE?p=ARE,ARE,5.38%,,
CGMRX,CGM Realty Fund (CGMRX),Prologis Inc,/quote/PLD?p=PLD,PLD,5.10%,,
CGMRX,CGM Realty Fund (CGMRX),New Residential Investment Corp,/quote/NRZ?p=NRZ,NRZ,5.09%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Juniper Networks Inc,/quote/JNPR?p=JNPR,JNPR,4.20%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Molson Coors Beverage Co B,/quote/TAP?p=TAP,TAP,3.61%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Teradata Corp,/quote/TDC?p=TDC,TDC,3.60%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Corning Inc,/quote/GLW?p=GLW,GLW,3.56%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Adtalem Global Education Inc,/quote/ATGE?p=ATGE,ATGE,3.39%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Mattel Inc,/quote/MAT?p=MAT,MAT,3.17%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Agilent Technologies Inc,/quote/A?p=A,A,3.12%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Northern Trust Corp,/quote/NTRS?p=NTRS,NTRS,3.04%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Scholastic Corp,/quote/SCHL?p=SCHL,SCHL,3.03%,,
CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N (CHTTX),Tegna Inc,/quote/TGNA?p=TGNA,TGNA,2.69%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Everest Re Group Ltd,/quote/RE?p=RE,RE,3.20%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Fortive Corp,/quote/FTV?p=FTV,FTV,2.78%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),AMETEK Inc,/quote/AME?p=AME,AME,2.72%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Rockwell Automation Inc,/quote/ROK?p=ROK,ROK,2.64%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Arthur J. Gallagher & Co,/quote/AJG?p=AJG,AJG,2.61%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Workday Inc Class A,/quote/WDAY?p=WDAY,WDAY,2.59%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Waters Corp,/quote/WAT?p=WAT,WAT,2.56%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Nordson Corp,/quote/NDSN?p=NDSN,NDSN,2.53%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),ServiceNow Inc,/quote/NOW?p=NOW,NOW,2.49%,,
CIPIX,Champlain Mid Cap Fund Institutional Class (CIPIX),Ulta Beauty Inc,/quote/ULTA?p=ULTA,ULTA,2.43%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Everest Re Group Ltd,/quote/RE?p=RE,RE,3.20%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Fortive Corp,/quote/FTV?p=FTV,FTV,2.78%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),AMETEK Inc,/quote/AME?p=AME,AME,2.72%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Rockwell Automation Inc,/quote/ROK?p=ROK,ROK,2.64%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Arthur J. Gallagher & Co,/quote/AJG?p=AJG,AJG,2.61%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Workday Inc Class A,/quote/WDAY?p=WDAY,WDAY,2.59%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Waters Corp,/quote/WAT?p=WAT,WAT,2.56%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Nordson Corp,/quote/NDSN?p=NDSN,NDSN,2.53%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),ServiceNow Inc,/quote/NOW?p=NOW,NOW,2.49%,,
CIPMX,Champlain Mid Cap Fund Advisor Class (CIPMX),Ulta Beauty Inc,/quote/ULTA?p=ULTA,ULTA,2.43%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),John Bean Technologies Corp,/quote/JBT?p=JBT,JBT,2.76%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Integra Lifesciences Holdings Corp,/quote/IART?p=IART,IART,2.74%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Q2 Holdings Inc,/quote/QTWO?p=QTWO,QTWO,2.71%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),MSA Safety Inc,/quote/MSA?p=MSA,MSA,2.65%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Pure Storage Inc A,/quote/PSTG?p=PSTG,PSTG,2.61%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Hostess Brands Inc Class A,/quote/TWNK?p=TWNK,TWNK,2.43%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Sensient Technologies Corp,/quote/SXT?p=SXT,SXT,2.28%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Argo Group International Holdings Ltd,/quote/ARGO?p=ARGO,ARGO,2.25%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Lancaster Colony Corp,/quote/LANC?p=LANC,LANC,2.19%,,
CIPNX,Champlain Small Company Fund Institutional Class (CIPNX),Welbilt Inc,/quote/WBT?p=WBT,WBT,2.17%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),John Bean Technologies Corp,/quote/JBT?p=JBT,JBT,2.76%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Integra Lifesciences Holdings Corp,/quote/IART?p=IART,IART,2.74%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Q2 Holdings Inc,/quote/QTWO?p=QTWO,QTWO,2.71%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),MSA Safety Inc,/quote/MSA?p=MSA,MSA,2.65%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Pure Storage Inc A,/quote/PSTG?p=PSTG,PSTG,2.61%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Hostess Brands Inc Class A,/quote/TWNK?p=TWNK,TWNK,2.43%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Sensient Technologies Corp,/quote/SXT?p=SXT,SXT,2.28%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Argo Group International Holdings Ltd,/quote/ARGO?p=ARGO,ARGO,2.25%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Lancaster Colony Corp,/quote/LANC?p=LANC,LANC,2.19%,,
CIPSX,Champlain Small Company Fund Class Advisor (CIPSX),Welbilt Inc,/quote/WBT?p=WBT,WBT,2.17%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Visa Inc Class A,/quote/V?p=V,V,8.69%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,7.15%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),ServiceNow Inc,/quote/NOW?p=NOW,NOW,6.45%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Match Group Inc,/quote/MTCH?p=MTCH,MTCH,5.17%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,5.04%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Netflix Inc,/quote/NFLX?p=NFLX,NFLX,4.53%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Adobe Inc,/quote/ADBE?p=ADBE,ADBE,4.52%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),CoStar Group Inc,/quote/CSGP?p=CSGP,CSGP,4.48%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,4.20%,,
CISGX,Touchstone Sands Capital Institutional Growth Fund (CISGX),Facebook Inc A,/quote/FB?p=FB,FB,4.12%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.76%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.74%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.28%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,3.18%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.50%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Visa Inc Class A,/quote/V?p=V,V,1.33%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Procter & Gamble Co,/quote/PG?p=PG,PG,1.19%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Mastercard Inc A,/quote/MA?p=MA,MA,1.13%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),AT&T Inc,/quote/T?p=T,T,1.12%,,
CISIX,Calvert US Large Cap Core Responsible Index Fund Class I (CISIX),Bank of America Corp,/quote/BAC?p=BAC,BAC,1.10%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,6.13%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.93%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,3.85%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.15%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Facebook Inc A,/quote/FB?p=FB,FB,2.52%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),E-mini S&P 500 June20,/quote/ESM0?p=ESM0,ESM0,2.37%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,2.27%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Procter & Gamble Co,/quote/PG?p=PG,PG,1.97%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Visa Inc Class A,/quote/V?p=V,V,1.94%,,
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class (CLNCX),Intel Corp,/quote/INTC?p=INTC,INTC,1.71%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,5.48%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.83%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.70%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),E-mini S&P 500 June20,/quote/ESM0?p=ESM0,ESM0,2.65%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Facebook Inc A,/quote/FB?p=FB,FB,1.83%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.63%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,1.58%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,1.58%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.57%,,
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class (CLXRX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.29%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert US Large Cap Core Rspnb Idx R6,/quote/CSXRX?p=CSXRX,CSXRX,19.21%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert US Large Cap Value Rspnb Idx I,/quote/CFJIX?p=CFJIX,CFJIX,11.30%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert Ultra-Short Duration Income R6,/quote/CULRX?p=CULRX,CULRX,10.14%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert Bond R6,/quote/CBORX?p=CBORX,CBORX,9.38%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert Flexible Bond Fund Class R6,/quote/CUBRX?p=CUBRX,CUBRX,6.36%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert International Opportunities R6,/quote/COIRX?p=COIRX,COIRX,5.48%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert International Equity R6,/quote/CIESX?p=CIESX,CIESX,5.44%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert US Large Cap Growth Rspnb Idx I,/quote/CGJIX?p=CGJIX,CGJIX,5.39%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert Floating-Rate Advantage R6,/quote/CFORX?p=CFORX,CFORX,4.07%,,
CMAAX,Calvert Moderate Allocation Fund Class A (CMAAX),Calvert Emerging Markets Equity R6,/quote/CVMRX?p=CVMRX,CVMRX,3.31%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Monolithic Power Systems Inc,/quote/MPWR?p=MPWR,MPWR,3.20%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Ciena Corp,/quote/CIEN?p=CIEN,CIEN,3.14%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Diodes Inc,/quote/DIOD?p=DIOD,DIOD,3.08%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Pool Corp,/quote/POOL?p=POOL,POOL,2.99%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),ResMed Inc,/quote/RMD?p=RMD,RMD,2.98%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Mettler-Toledo International Inc,/quote/MTD?p=MTD,MTD,2.91%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),IDEX Corp,/quote/IEX?p=IEX,IEX,2.88%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Teledyne Technologies Inc,/quote/TDY?p=TDY,TDY,2.84%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),Sun Communities Inc,/quote/SUI?p=SUI,SUI,2.81%,,
CMIDX,Congress Mid Cap Growth Fund Retail Class (CMIDX),McCormick & Co Inc Non-Voting,/quote/MKC?p=MKC,MKC,2.78%,,
COFYX,Columbia Contrarian Core Fund Institutional 3 Class (COFYX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,6.29%,,
COFYX,Columbia Contrarian Core Fund Institutional 3 Class (COFYX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,5.40%,,
COFYX,Columbia Contrarian Core Fund Institutional 3 Class (COFYX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,5.33%,,
COFYX,Columbia Contrarian Core Fund Institutional 3 Class (COFYX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,4.35%,,
