abbrivate_funds,funds_title,stock_title,stock_href,abbrivate_stock,holding,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,6.59%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,5.12%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,4.34%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Mastercard Inc A,/quote/MA?p=MA,MA,3.48%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,3.38%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Coca-Cola Co,/quote/KO?p=KO,KO,3.18%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Northrop Grumman Corp,/quote/NOC?p=NOC,NOC,2.73%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Prologis Inc,/quote/PLD?p=PLD,PLD,2.69%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,2.59%,,
JUSRX,JPMorgan U.S. Equity Fund Class R5 (JUSRX),Salesforce.com Inc,/quote/CRM?p=CRM,CRM,2.52%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Bank of America Corp,/quote/BAC?p=BAC,BAC,3.56%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Capital One Financial Corp,/quote/COF?p=COF,COF,2.18%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),PNC Financial Services Group Inc,/quote/PNC?p=PNC,PNC,1.94%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Loews Corp,/quote/L?p=L,L,1.83%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Wells Fargo & Co,/quote/WFC?p=WFC,WFC,1.70%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.61%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.60%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Bristol-Myers Squibb Company,/quote/BMY?p=BMY,BMY,1.55%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Chevron Corp,/quote/CVX?p=CVX,CVX,1.55%,,
JVAAX,JPMorgan Value Advantage Fund Class A (JVAAX),Verizon Communications Inc,/quote/VZ?p=VZ,VZ,1.53%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Bank of America Corp,/quote/BAC?p=BAC,BAC,3.56%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Capital One Financial Corp,/quote/COF?p=COF,COF,2.18%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),PNC Financial Services Group Inc,/quote/PNC?p=PNC,PNC,1.94%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Loews Corp,/quote/L?p=L,L,1.83%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Wells Fargo & Co,/quote/WFC?p=WFC,WFC,1.70%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.61%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.60%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Bristol-Myers Squibb Company,/quote/BMY?p=BMY,BMY,1.55%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Chevron Corp,/quote/CVX?p=CVX,CVX,1.55%,,
JVASX,JPMorgan Value Advantage Fund Class I (JVASX),Verizon Communications Inc,/quote/VZ?p=VZ,VZ,1.53%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Bank of America Corp,/quote/BAC?p=BAC,BAC,3.56%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Capital One Financial Corp,/quote/COF?p=COF,COF,2.18%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),PNC Financial Services Group Inc,/quote/PNC?p=PNC,PNC,1.94%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Loews Corp,/quote/L?p=L,L,1.83%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Wells Fargo & Co,/quote/WFC?p=WFC,WFC,1.70%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.61%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.60%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Bristol-Myers Squibb Company,/quote/BMY?p=BMY,BMY,1.55%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Chevron Corp,/quote/CVX?p=CVX,CVX,1.55%,,
JVAYX,JPMorgan Value Advantage Fund Class R6 (JVAYX),Verizon Communications Inc,/quote/VZ?p=VZ,VZ,1.53%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),Catalent Inc,/quote/CTLT?p=CTLT,CTLT,2.53%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),NICE Ltd ADR,/quote/NICE?p=NICE,NICE,2.46%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),LPL Financial Holdings Inc,/quote/LPLA?p=LPLA,LPLA,2.13%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),Euronet Worldwide Inc,/quote/EEFT?p=EEFT,EEFT,2.08%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),ON Semiconductor Corp,/quote/ON?p=ON,ON,1.81%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),J2 Global Inc,/quote/JCOM?p=JCOM,JCOM,1.77%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),CSW Industrials Inc,/quote/CSWI?p=CSWI,CSWI,1.63%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),SS&C Technologies Holdings Inc,/quote/SSNC?p=SSNC,SSNC,1.62%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),Blackbaud Inc,/quote/BLKB?p=BLKB,BLKB,1.56%,,
JVTCX,Janus Henderson Venture Fund Class C (JVTCX),ITT Inc,/quote/ITT?p=ITT,ITT,1.55%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),Catalent Inc,/quote/CTLT?p=CTLT,CTLT,2.53%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),NICE Ltd ADR,/quote/NICE?p=NICE,NICE,2.46%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),LPL Financial Holdings Inc,/quote/LPLA?p=LPLA,LPLA,2.13%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),Euronet Worldwide Inc,/quote/EEFT?p=EEFT,EEFT,2.08%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),ON Semiconductor Corp,/quote/ON?p=ON,ON,1.81%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),J2 Global Inc,/quote/JCOM?p=JCOM,JCOM,1.77%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),CSW Industrials Inc,/quote/CSWI?p=CSWI,CSWI,1.63%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),SS&C Technologies Holdings Inc,/quote/SSNC?p=SSNC,SSNC,1.62%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),Blackbaud Inc,/quote/BLKB?p=BLKB,BLKB,1.56%,,
JVTIX,Janus Henderson Venture Fund Class I (JVTIX),ITT Inc,/quote/ITT?p=ITT,ITT,1.55%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),Catalent Inc,/quote/CTLT?p=CTLT,CTLT,2.53%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),NICE Ltd ADR,/quote/NICE?p=NICE,NICE,2.46%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),LPL Financial Holdings Inc,/quote/LPLA?p=LPLA,LPLA,2.13%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),Euronet Worldwide Inc,/quote/EEFT?p=EEFT,EEFT,2.08%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),ON Semiconductor Corp,/quote/ON?p=ON,ON,1.81%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),J2 Global Inc,/quote/JCOM?p=JCOM,JCOM,1.77%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),CSW Industrials Inc,/quote/CSWI?p=CSWI,CSWI,1.63%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),SS&C Technologies Holdings Inc,/quote/SSNC?p=SSNC,SSNC,1.62%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),Blackbaud Inc,/quote/BLKB?p=BLKB,BLKB,1.56%,,
JVTNX,Janus Henderson Venture Fund Class N (JVTNX),ITT Inc,/quote/ITT?p=ITT,ITT,1.55%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),Catalent Inc,/quote/CTLT?p=CTLT,CTLT,2.53%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),NICE Ltd ADR,/quote/NICE?p=NICE,NICE,2.46%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),LPL Financial Holdings Inc,/quote/LPLA?p=LPLA,LPLA,2.13%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),Euronet Worldwide Inc,/quote/EEFT?p=EEFT,EEFT,2.08%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),ON Semiconductor Corp,/quote/ON?p=ON,ON,1.81%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),J2 Global Inc,/quote/JCOM?p=JCOM,JCOM,1.77%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),CSW Industrials Inc,/quote/CSWI?p=CSWI,CSWI,1.63%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),SS&C Technologies Holdings Inc,/quote/SSNC?p=SSNC,SSNC,1.62%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),Blackbaud Inc,/quote/BLKB?p=BLKB,BLKB,1.56%,,
JVTSX,Janus Henderson Venture Fund Class S (JVTSX),ITT Inc,/quote/ITT?p=ITT,ITT,1.55%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),Lexington Realty Trust 6.50% Series C Cumulative Convertible Preferred Stoc,/quote/LXPPC?p=LXPPC,LXPPC,3.82%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),Farmland Partners Inc Participating Preferred,/quote/FPIpB?p=FPIpB,FPIpB,3.51%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),UMH Properties Inc 6.75 % Cum Conv Red Pfd Registered Shs Series -C-,/quote/UMHPC?p=UMHPC,UMHPC,3.43%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),RLJ Lodging Trust USD 1.95 Cum Conv Pfd Registered Shs Series -A-,/quote/RLJPA?p=RLJPA,RLJPA,3.35%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),RPT Realty 7.25% Cum Conv Perp Pfd Shs of Benef Interest Series D,/quote/RPTPD?p=RPTPD,RPTPD,3.06%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),Istar,,,2.88%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),National Storage Affiliates Trust 6% PRF PERPETUAL USD 25 - Ser A,/quote/NSAPA?p=NSAPA,NSAPA,2.76%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),Clipper Realty Inc,/quote/CLPR?p=CLPR,CLPR,2.45%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),Consolidated Tomoka Land Co 3.88%,,,2.45%,,
KIFCX,Salient Select Income Fund Class C (KIFCX),EPR Properties 9.00% Series E cumulative convertible preferred shares liqui,/quote/EPRPE?p=EPRPE,EPRPE,2.44%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,6.29%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,5.40%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,5.33%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,4.35%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Medtronic PLC,/quote/MDT?p=MDT,MDT,2.88%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,2.68%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,2.58%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Comcast Corp Class A,/quote/CMCSA?p=CMCSA,CMCSA,2.54%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Philip Morris International Inc,/quote/PM?p=PM,PM,2.34%,,
LCCCX,Columbia Contrarian Core Fund Class C (LCCCX),Mastercard Inc A,/quote/MA?p=MA,MA,2.27%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,9.24%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,7.76%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,5.61%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,4.37%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),PayPal Holdings Inc,/quote/PYPL?p=PYPL,PYPL,3.69%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Mastercard Inc A,/quote/MA?p=MA,MA,3.42%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Coca-Cola Co,/quote/KO?p=KO,KO,3.40%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Starbucks Corp,/quote/SBUX?p=SBUX,SBUX,3.40%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Texas Instruments Inc,/quote/TXN?p=TXN,TXN,3.20%,,
LCGFX,William Blair Large Cap Growth Fund Class I (LCGFX),Advanced Micro Devices Inc,/quote/AMD?p=AMD,AMD,3.12%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.97%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.37%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.39%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Facebook Inc A,/quote/FB?p=FB,FB,1.66%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.49%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,1.45%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,1.45%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.45%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.17%,,
LCIAX,SEI Institutional Investments Trust Large Cap Index Fund Class A (LCIAX),Visa Inc Class A,/quote/V?p=V,V,1.15%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Roper Technologies Inc,/quote/ROP?p=ROP,ROP,3.08%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,2.98%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Danaher Corp,/quote/DHR?p=DHR,DHR,2.95%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Northrop Grumman Corp,/quote/NOC?p=NOC,NOC,2.60%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,2.57%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,2.45%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),IQVIA Holdings Inc,/quote/IQV?p=IQV,IQV,2.29%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Sherwin-Williams Co,/quote/SHW?p=SHW,SHW,2.24%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,2.23%,,
LGMAX,Loomis Sayles Global Allocation Fund Class A (LGMAX),Marriott International Inc Class A,/quote/MAR?p=MAR,MAR,2.22%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Roper Technologies Inc,/quote/ROP?p=ROP,ROP,3.08%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,2.98%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Danaher Corp,/quote/DHR?p=DHR,DHR,2.95%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Northrop Grumman Corp,/quote/NOC?p=NOC,NOC,2.60%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,2.57%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,2.45%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),IQVIA Holdings Inc,/quote/IQV?p=IQV,IQV,2.29%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Sherwin-Williams Co,/quote/SHW?p=SHW,SHW,2.24%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,2.23%,,
LGMCX,Loomis Sayles Global Allocation Fund Class C (LGMCX),Marriott International Inc Class A,/quote/MAR?p=MAR,MAR,2.22%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Visa Inc Class A,/quote/V?p=V,V,6.92%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,6.47%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,5.91%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Facebook Inc A,/quote/FB?p=FB,FB,5.69%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Autodesk Inc,/quote/ADSK?p=ADSK,ADSK,4.79%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.40%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Oracle Corp,/quote/ORCL?p=ORCL,ORCL,4.22%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Regeneron Pharmaceuticals Inc,/quote/REGN?p=REGN,REGN,3.72%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),NVIDIA Corp,/quote/NVDA?p=NVDA,NVDA,3.59%,,
LGRCX,Loomis Sayles Growth Fund Class C (LGRCX),Monster Beverage Corp,/quote/MNST?p=MNST,MNST,3.50%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Visa Inc Class A,/quote/V?p=V,V,6.92%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,6.47%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,5.91%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Facebook Inc A,/quote/FB?p=FB,FB,5.69%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Autodesk Inc,/quote/ADSK?p=ADSK,ADSK,4.79%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.40%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Oracle Corp,/quote/ORCL?p=ORCL,ORCL,4.22%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Regeneron Pharmaceuticals Inc,/quote/REGN?p=REGN,REGN,3.72%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),NVIDIA Corp,/quote/NVDA?p=NVDA,NVDA,3.59%,,
LGRNX,Loomis Sayles Growth Fund Class N (LGRNX),Monster Beverage Corp,/quote/MNST?p=MNST,MNST,3.50%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Visa Inc Class A,/quote/V?p=V,V,6.92%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,6.47%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,5.91%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Facebook Inc A,/quote/FB?p=FB,FB,5.69%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Autodesk Inc,/quote/ADSK?p=ADSK,ADSK,4.79%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.40%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Oracle Corp,/quote/ORCL?p=ORCL,ORCL,4.22%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Regeneron Pharmaceuticals Inc,/quote/REGN?p=REGN,REGN,3.72%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),NVIDIA Corp,/quote/NVDA?p=NVDA,NVDA,3.59%,,
LGRRX,Loomis Sayles Growth Fund Class A (LGRRX),Monster Beverage Corp,/quote/MNST?p=MNST,MNST,3.50%,,
LKBAX,LKCM Balanced Fund (LKBAX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,1.59%,,
LKBAX,LKCM Balanced Fund (LKBAX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,1.50%,,
LKBAX,LKCM Balanced Fund (LKBAX),VF Corp,/quote/VFC?p=VFC,VFC,1.43%,,
LKBAX,LKCM Balanced Fund (LKBAX),American Tower Corp,/quote/AMT?p=AMT,AMT,1.41%,,
LKBAX,LKCM Balanced Fund (LKBAX),The Home Depot Inc,/quote/HD?p=HD,HD,1.38%,,
LKBAX,LKCM Balanced Fund (LKBAX),The Walt Disney Co,/quote/DIS?p=DIS,DIS,1.34%,,
LKBAX,LKCM Balanced Fund (LKBAX),FMC Corp,/quote/FMC?p=FMC,FMC,1.33%,,
LKBAX,LKCM Balanced Fund (LKBAX),Zoetis Inc Class A,/quote/ZTS?p=ZTS,ZTS,1.33%,,
LKBAX,LKCM Balanced Fund (LKBAX),Bank of America Corp,/quote/BAC?p=BAC,BAC,1.32%,,
LKBAX,LKCM Balanced Fund (LKBAX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.29%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Viad Corp,/quote/VVI?p=VVI,VVI,1.42%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),ALLETE Inc,/quote/ALE?p=ALE,ALE,1.33%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Churchill Downs Inc,/quote/CHDN?p=CHDN,CHDN,1.30%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),GCI Liberty Inc A,/quote/GLIBA?p=GLIBA,GLIBA,1.30%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Cannae Holdings Inc Ordinary Shares,/quote/CNNE?p=CNNE,CNNE,1.24%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Genpact Ltd,/quote/G.BO?p=G.BO,G.BO,1.19%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Aerojet Rocketdyne Holdings Inc,/quote/AJRD?p=AJRD,AJRD,1.17%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Arcosa Inc,/quote/ACA?p=ACA,ACA,1.17%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),IAA Inc Ordinary Shares,/quote/IAA?p=IAA,IAA,1.17%,,
LSCNX,Loomis Sayles Small Cap Value Fund Class N (LSCNX),Littelfuse Inc,/quote/LFUS?p=LFUS,LFUS,1.16%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Viad Corp,/quote/VVI?p=VVI,VVI,1.42%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),ALLETE Inc,/quote/ALE?p=ALE,ALE,1.33%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Churchill Downs Inc,/quote/CHDN?p=CHDN,CHDN,1.30%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),GCI Liberty Inc A,/quote/GLIBA?p=GLIBA,GLIBA,1.30%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Cannae Holdings Inc Ordinary Shares,/quote/CNNE?p=CNNE,CNNE,1.24%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Genpact Ltd,/quote/G.BO?p=G.BO,G.BO,1.19%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Aerojet Rocketdyne Holdings Inc,/quote/AJRD?p=AJRD,AJRD,1.17%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Arcosa Inc,/quote/ACA?p=ACA,ACA,1.17%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),IAA Inc Ordinary Shares,/quote/IAA?p=IAA,IAA,1.17%,,
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class (LSCRX),Littelfuse Inc,/quote/LFUS?p=LFUS,LFUS,1.16%,,
LSGRX,Loomis Sayles Growth Fund Class Y (LSGRX),Visa Inc Class A,/quote/V?p=V,V,6.92%,,
LSGRX,Loomis Sayles Growth Fund Class Y (LSGRX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,6.47%,,
